,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
159,1 H+ [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-193707 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-193728,R-BTA-193781;R-CEL-193781;R-CFA-193781;R-DME-193781;R-HSA-193781;R-MMU-193781;R-PFA-193781;R-RNO-193781;R-SPO-193781;R-SSC-193781;R-XTR-193781
160,1 O2 [mitochondrial matrix] + 1 H+ [mitochondrial matrix] + 1 Cholesterol + 1 NADPH [mitochondrial matrix] <=> 1 NADP+ [mitochondrial matrix] + 1 Cholesterol + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-113529 + R-ALL-193777 + R-ALL-113600 <=> R-ALL-113563 + R-ALL-193782 + R-ALL-113521,R-BTA-193787;R-CFA-193787;R-DRE-193787;R-HSA-193787;R-MMU-193787;R-RNO-193787;R-SSC-193787;R-XTR-193787
161,1 Cholesterol + 1 NAD+ [cytosol] <=> 1 Cholesterol + 1 H+ [cytosol] + 1 NADH [cytosol],L_HGmodify,,R-ALL-192189 + R-ALL-29360 <=> R-ALL-193724 + R-ALL-70106 + R-ALL-73473,R-BTA-193789;R-CEL-193789;R-CFA-193789;R-DRE-193789;R-HSA-193789;R-MMU-193789;R-RNO-193789;R-SSC-193789;R-XTR-193789
162,1 O2 [mitochondrial matrix] + 1 Cholesterol + 1 H+ [mitochondrial matrix] + 1 NADPH [mitochondrial matrix] <=> 1 Cholesterol + 1 NADP+ [mitochondrial matrix] + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-193720 + R-ALL-113529 + R-ALL-113600 <=> R-ALL-193708 + R-ALL-113563 + R-ALL-113521,R-BTA-193792;R-CFA-193792;R-DRE-193792;R-HSA-193792;R-MMU-193792;R-RNO-193792;R-SSC-193792;R-XTR-193792
163,1 H+ [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-193829 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-193843,R-BTA-193800;R-CEL-193800;R-CFA-193800;R-DME-193800;R-HSA-193800;R-MMU-193800;R-PFA-193800;R-RNO-193800;R-SPO-193800;R-SSC-193800;R-XTR-193800
164,1 NAD+ [cytosol] + 1 Cholesterol <=> 1 H+ [cytosol] + 1 Cholesterol + 1 NADH [cytosol],L_HGmodify,,R-ALL-29360 + R-ALL-192194 <=> R-ALL-70106 + R-ALL-193835 + R-ALL-73473,R-BTA-193816;R-CEL-193816;R-CFA-193816;R-DRE-193816;R-HSA-193816;R-MMU-193816;R-RNO-193816;R-SSC-193816;R-XTR-193816
165,1 H+ [cytosol] + 1 NADPH [cytosol] + 1 Cholesterol <=> 1 Cholesterol + 1 NADP+ [cytosol],L_HGmodify,,R-ALL-70106 + R-ALL-29364 + R-ALL-9617026 <=> R-ALL-193829 + R-ALL-29366,R-BTA-193821;R-CEL-193821;R-CFA-193821;R-DME-193821;R-GGA-193821;R-HSA-193821;R-MMU-193821;R-PFA-193821;R-RNO-193821;R-SPO-193821;R-SSC-193821;R-XTR-193821
166,1 H+ [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-193835 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-193830,R-BTA-193824;R-CEL-193824;R-CFA-193824;R-DME-193824;R-GGA-193824;R-HSA-193824;R-MMU-193824;R-PFA-193824;R-RNO-193824;R-SPO-193824;R-SSC-193824;R-XTR-193824
167,1 H+ [cytosol] + 1 NADPH [cytosol] + 1 Cholesterol <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-29364 + R-ALL-193830 <=> R-ALL-29366 + R-ALL-193842,R-BTA-193841;R-CEL-193841;R-CFA-193841;R-DME-193841;R-HSA-193841;R-MMU-193841;R-PFA-193841;R-RNO-193841;R-SPO-193841;R-SSC-193841;R-XTR-193841
168,1 Cholesterol <=> 1 Cholesterol,L_HGmodify,,R-ALL-196366 <=> R-ALL-193092,R-BTA-193961;R-CEL-193961;R-CFA-193961;R-DRE-193961;R-GGA-193961;R-HSA-193961;R-MMU-193961;R-RNO-193961;R-SSC-193961;R-XTR-193961
169,1 NEFA + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 Cholesterol + 1 NADP+ [cytosol],L_HGmodify,,R-ALL-193055 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-194037 + R-ALL-29366,R-BTA-193964;R-CFA-193964;R-DDI-193964;R-DRE-193964;R-GGA-193964;R-HSA-193964;R-MMU-193964;R-RNO-193964;R-SSC-193964
170,1 Cholesterol + 1 O2 [mitochondrial matrix] + 1 H+ [mitochondrial matrix] + 1 NADPH [mitochondrial matrix] <=> 1 Cholesterol + 1 NADP+ [mitochondrial matrix] + 2 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-194012 + R-ALL-113533 + R-ALL-113529 + R-ALL-113600 <=> R-ALL-193982 + R-ALL-113563 + R-ALL-113521,R-BTA-193965;R-CFA-193965;R-DRE-193965;R-HSA-193965;R-MMU-193965;R-RNO-193965;R-SSC-193965
171,1 H+ [cytosol] + 1 O2 [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 Cholesterol + 1 NADP+ [cytosol],L_HGmodify,,R-ALL-70106 + R-ALL-29368 + R-ALL-193092 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-193966 + R-ALL-29366,R-BTA-193981;R-CFA-193981;R-DDI-193981;R-DRE-193981;R-GGA-193981;R-HSA-193981;R-MMU-193981;R-RNO-193981;R-SSC-193981
172,1 O2 [mitochondrial matrix] + 1 H+ [mitochondrial matrix] + 1 Cholesterol + 1 NADPH [mitochondrial matrix] <=> 1 Cholesterol + 1 NADP+ [mitochondrial matrix] + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-113529 + R-ALL-194005 + R-ALL-113600 <=> R-ALL-194012 + R-ALL-113563 + R-ALL-113521,R-BTA-193995;R-CFA-193995;R-DRE-193995;R-HSA-193995;R-MMU-193995;R-RNO-193995;R-SSC-193995
173,1 O2 [mitochondrial matrix] + 1 Cholesterol + 1 H+ [mitochondrial matrix] + 1 NADPH [mitochondrial matrix] <=> 1 NADP+ [mitochondrial matrix] + 1 Cholesterol + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-193998 + R-ALL-113529 + R-ALL-113600 <=> R-ALL-113563 + R-ALL-194011 + R-ALL-113521,R-BTA-193997;R-CFA-193997;R-DRE-193997;R-HSA-193997;R-MMU-193997;R-RNO-193997;R-SSC-193997
174,1 O2 [mitochondrial matrix] + 1 H+ [mitochondrial matrix] + 1 Cholesterol + 1 NADPH [mitochondrial matrix] <=> 1 NADP+ [mitochondrial matrix] + 1 Cholesterol + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-113529 + R-ALL-193988 + R-ALL-113600 <=> R-ALL-113563 + R-ALL-194005 + R-ALL-113521,R-BTA-194017;R-CFA-194017;R-DRE-194017;R-HSA-194017;R-MMU-194017;R-RNO-194017;R-SSC-194017
175,1 Cholesterol + 1 NADP+ [cytosol] <=> 1 H+ [cytosol] + 1 NADPH [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-193977 + R-ALL-29366 <=> R-ALL-70106 + R-ALL-29364 + R-ALL-194035,R-BTA-194023;R-CFA-194023;R-DME-194023;R-DRE-194023;R-GGA-194023;R-HSA-194023;R-MMU-194023;R-RNO-194023;R-SPO-194023;R-SSC-194023;R-XTR-194023
176,1 - + NA + 1 Na+ [extracellular region] <=> NA + 1 Na+ [cytosol],,,R-BTA-194158 + R-ALL-192483 + R-ALL-74113 <=> R-BTA-194191 + R-ALL-83910,R-BTA-194187
177,3 H+ [cytosol] + 3 O2 [cytosol] + 1 Cholesterol + 3 NADPH [cytosol] <=> 1 Cholesterol + 4 H2O [cytosol] + 3 NADP+ [cytosol],L_HGmodify,,R-ALL-70106 + R-ALL-29368 + R-ALL-194644 + R-ALL-29364 <=> R-ALL-194735 + R-ALL-29356 + R-ALL-29366,R-BTA-194641;R-CEL-194641;R-CFA-194641;R-DDI-194641;R-DRE-194641;R-GGA-194641;R-HSA-194641;R-MMU-194641;R-RNO-194641;R-SCE-194641;R-SPO-194641;R-SSC-194641
178,1 Cholesterol + 1 NAD+ [cytosol] <=> 1 H+ [cytosol] + 1 CO2 [cytosol] + 1 Cholesterol + 1 NADH [cytosol],L_HGmodify,,R-ALL-194735 + R-ALL-29360 <=> R-ALL-70106 + R-ALL-113528 + R-ALL-194667 + R-ALL-73473,R-BTA-194642;R-CFA-194642;R-DDI-194642;R-DRE-194642;R-GGA-194642;R-HSA-194642;R-MMU-194642;R-RNO-194642;R-SCE-194642;R-SPO-194642;R-SSC-194642;R-XTR-194642
179,3 H+ [cytosol] + 3 O2 [cytosol] + 3 NADPH [cytosol] + 1 Cholesterol <=> 4 H2O [cytosol] + 3 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29364 + R-ALL-194723 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-194657,R-BTA-194669;R-CEL-194669;R-CFA-194669;R-DDI-194669;R-DRE-194669;R-GGA-194669;R-HSA-194669;R-MMU-194669;R-RNO-194669;R-SCE-194669;R-SPO-194669;R-SSC-194669
180,1 Cholesterol + 1 NADPH [nuclear envelope] + 1 H+ [nuclear envelope] <=> 1 NADP+ [nuclear envelope] + 1 Cholesterol,L_HGmodify,,R-ALL-194681 + R-ALL-194725 + R-ALL-194688 <=> R-ALL-194668 + R-ALL-194704,R-BTA-194674;R-CFA-194674;R-DDI-194674;R-DRE-194674;R-GGA-194674;R-HSA-194674;R-MMU-194674;R-SCE-194674;R-SPO-194674;R-SSC-194674;R-XTR-194674
181,3 H+ [cytosol] + 3 O2 [cytosol] + 1 Cholesterol + 3 NADPH [cytosol] <=> 4 H2O [cytosol] + 3 NADP+ [cytosol] + 1 Cholesterol + 1 HCOOH [cytosol],L_HGmodify,,R-ALL-70106 + R-ALL-29368 + R-ALL-194634 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-194644 + R-ALL-29460,R-BTA-194678;R-CFA-194678;R-DDI-194678;R-DRE-194678;R-GGA-194678;R-HSA-194678;R-MMU-194678;R-RNO-194678;R-SCE-194678;R-SPO-194678;R-SSC-194678;R-XTR-194678
182,1 Cholesterol + 1 NAD+ [cytosol] <=> 1 H+ [cytosol] + 1 CO2 [cytosol] + 1 ZYMONE [endoplasmic reticulum membrane] + 1 NADH [cytosol],,,R-ALL-194657 + R-ALL-29360 <=> R-ALL-70106 + R-ALL-113528 + R-ALL-194661 + R-ALL-73473,R-BTA-194718;R-CFA-194718;R-DDI-194718;R-DRE-194718;R-GGA-194718;R-HSA-194718;R-MMU-194718;R-RNO-194718;R-SCE-194718;R-SPO-194718;R-SSC-194718;R-XTR-194718
183,1 H+ [cytosol] + 1 Cholesterol + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 2 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-195691 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-195655,R-BTA-195664;R-CFA-195664;R-DRE-195664;R-GGA-195664;R-HSA-195664;R-MMU-195664;R-RNO-195664;R-SCE-195664;R-SPO-195664;R-SSC-195664
184,1 Cholesterol <=> 1 Cholesterol,L_HGmodify,,R-ALL-194691 <=> R-ALL-195691,R-BTA-195690;R-CFA-195690;R-DDI-195690;R-DRE-195690;R-GGA-195690;R-HSA-195690;R-MMU-195690;R-RNO-195690;R-SSC-195690
185,1 Cholesterol + 1 H+ [cytosol] + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-196095 + R-ALL-70106 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-196066,R-BTA-196060;R-CEL-196060;R-CFA-196060;R-DME-196060;R-DRE-196060;R-GGA-196060;R-HSA-196060;R-MMU-196060;R-PFA-196060;R-RNO-196060;R-SPO-196060;R-XTR-196060
186,NA <=> 1 Cholesterol + 1 STAR,L_HGmodify,,R-BTA-196090 <=> R-ALL-193156 + R-BTA-196120,R-BTA-196086
187,NA + 1 STAR <=> NA + NA,,,R-BTA-196124 + R-BTA-196120 <=> R-BTA-196094 + R-BTA-196090,R-BTA-196126
188,1 Cholesterol + 1 NAD+ [cytosol] <=> 1 H+ [cytosol] + 1 Cholesterol + 1 NADH [cytosol],L_HGmodify,,R-ALL-193103 + R-ALL-29360 <=> R-ALL-70106 + R-ALL-196344 + R-ALL-73473,R-BTA-196350;R-CEL-196350;R-CFA-196350;R-DRE-196350;R-GGA-196350;R-HSA-196350;R-MMU-196350;R-RNO-196350;R-SSC-196350;R-XTR-196350
189,1 Cholesterol + 1 NAD+ [cytosol] <=> 1 Cholesterol + 1 H+ [cytosol] + 1 NADH [cytosol],L_HGmodify,,R-ALL-193124 + R-ALL-29360 <=> R-ALL-196366 + R-ALL-70106 + R-ALL-73473,R-BTA-196372;R-CEL-196372;R-CFA-196372;R-DRE-196372;R-GGA-196372;R-HSA-196372;R-MMU-196372;R-RNO-196372;R-SSC-196372;R-XTR-196372
190,1 H+ [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 Cholesterol + 1 NADP+ [cytosol],L_HGmodify,,R-ALL-70106 + R-ALL-196420 + R-ALL-29364 <=> R-ALL-193384 + R-ALL-29366,R-BTA-196417;R-CEL-196417;R-CFA-196417;R-DRE-196417;R-GGA-196417;R-HSA-196417;R-MMU-196417;R-RNO-196417;R-SSC-196417;R-XTR-196417
191,1 Cholesterol + 1 ACoA <=> 1 NEFA + 1 CoA-SH [cytosol],L_HGmodify,,R-ALL-549207 + R-ALL-200993 <=> R-ALL-201034 + R-ALL-76194,R-BTA-200406;R-CEL-200406;R-CFA-200406;R-DME-200406;R-DRE-200406;R-GGA-200406;R-HSA-200406;R-MMU-200406;R-RNO-200406;R-SSC-200406;R-XTR-200406
192,1 CAR [mitochondrial matrix] + 1 NEFA <=> 1 Cholesterol + 1 NEFA,L_HGmodify,,R-ALL-201023 + R-ALL-201034 <=> R-ALL-549207 + R-ALL-201050,R-BTA-200424;R-CEL-200424;R-CFA-200424;R-DME-200424;R-DRE-200424;R-GGA-200424;R-HSA-200424;R-MMU-200424;R-RNO-200424;R-SCE-200424;R-SPO-200424;R-SSC-200424;R-XTR-200424
193,1 ATP [cytosol] + 1 PALM [cytosol] + 1 CoA-SH [cytosol] <=> 1 PPi [cytosol] + 1 H2O [cytosol] + 1 ACoA + 1 AMP [cytosol],,,R-ALL-113592 + R-ALL-3632881 + R-ALL-76194 <=> R-ALL-111294 + R-ALL-29356 + R-ALL-200993 + R-ALL-76577,R-BTA-201035;R-CEL-201035;R-CFA-201035;R-DDI-201035;R-DME-201035;R-DRE-201035;R-GGA-201035;R-HSA-201035;R-MMU-201035;R-PFA-201035;R-RNO-201035;R-SCE-201035;R-SPO-201035;R-SSC-201035;R-XTR-201035
194,1 ACoA + 1 AA-CoA [endoplasmic reticulum lumen] + 2 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 1 CoA-SH [endoplasmic reticulum lumen] + 1 CO2 [endoplasmic reticulum lumen] + 1 ACoA,,,R-ALL-2046066 + R-ALL-2046053 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-162743 + R-ALL-159751 + R-ALL-2046060,R-BTA-2046083;R-CFA-2046083;R-DDI-2046083;R-DME-2046083;R-DRE-2046083;R-GGA-2046083;R-HSA-2046083;R-MMU-2046083;R-RNO-2046083;R-SSC-2046083;R-XTR-2046083
195,1 O2 [endoplasmic reticulum lumen] + 2 NADH [endoplasmic reticulum lumen] + 1 ACoA <=> 2 NAD+ [endoplasmic reticulum lumen] + 2 H2O [endoplasmic reticulum lumen] + 1 ACoA,FFA_modify,,R-ALL-113534 + R-ALL-194697 + R-ALL-2046062 <=> R-ALL-194653 + R-ALL-113519 + R-ALL-2046052,R-BTA-2046084;R-CEL-2046084;R-CFA-2046084;R-DRE-2046084;R-GGA-2046084;R-HSA-2046084;R-MMU-2046084;R-RNO-2046084;R-SSC-2046084;R-XTR-2046084
196,1 ATP [endoplasmic reticulum membrane] + 1 ALA [endoplasmic reticulum lumen] + 1 CoA-SH [endoplasmic reticulum lumen] <=> 1 adenosine 5'-monophosphate [endoplasmic reticulum membrane] + 1 PPi [endoplasmic reticulum membrane] + 1 ACoA,,,R-ALL-211579 + R-ALL-2046056 + R-ALL-162743 <=> R-ALL-2046064 + R-ALL-2046049 + R-ALL-2046062,R-BTA-2046085;R-CEL-2046085;R-CFA-2046085;R-DDI-2046085;R-DRE-2046085;R-GGA-2046085;R-HSA-2046085;R-MMU-2046085;R-PFA-2046085;R-RNO-2046085;R-SSC-2046085;R-XTR-2046085
197,1 ACoA + 1 ATP [endoplasmic reticulum membrane] <=> 1 PI + 1 ADP [endoplasmic reticulum membrane] + 1 ACoA,FFA_modify,,R-ALL-2046054 + R-ALL-211579 <=> R-ALL-426639 + R-ALL-211606 + R-ALL-2046047,R-BTA-2046087;R-CEL-2046087;R-CFA-2046087;R-DME-2046087;R-DRE-2046087;R-HSA-2046087;R-MMU-2046087;R-RNO-2046087;R-SCE-2046087;R-SSC-2046087;R-XTR-2046087
198,1 ACoA + 1 ACoA + 2 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 2 NADP+ [endoplasmic reticulum lumen] + 1 ACoA + 1 CoA-SH [endoplasmic reticulum lumen] + 1 CO2 [endoplasmic reticulum lumen],FFA_modify,,R-ALL-2046066 + R-ALL-2046052 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-113564 + R-ALL-2046051 + R-ALL-162743 + R-ALL-159751,R-BTA-2046088;R-CEL-2046088;R-CFA-2046088;R-DDI-2046088;R-DME-2046088;R-DRE-2046088;R-GGA-2046088;R-HSA-2046088;R-MMU-2046088;R-PFA-2046088;R-RNO-2046088;R-SSC-2046088;R-XTR-2046088
199,1 O2 [endoplasmic reticulum lumen] + 1 ACoA + 2 NADH [endoplasmic reticulum lumen] <=> 2 NAD+ [endoplasmic reticulum lumen] + 2 H2O [endoplasmic reticulum lumen] + 1 ACoA,FFA_modify,,R-ALL-113534 + R-ALL-2046051 + R-ALL-194697 <=> R-ALL-194653 + R-ALL-113519 + R-ALL-2046059,R-BTA-2046089;R-CEL-2046089;R-CFA-2046089;R-GGA-2046089;R-HSA-2046089;R-MMU-2046089;R-RNO-2046089;R-SSC-2046089;R-XTR-2046089
200,1 ACoA + 1 ACoA + 2 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 1 ACoA + 2 NADP+ [endoplasmic reticulum lumen] + 1 CoA-SH [endoplasmic reticulum lumen] + 1 CO2 [endoplasmic reticulum lumen],FFA_modify,,R-ALL-2046066 + R-ALL-2046057 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-2046065 + R-ALL-113564 + R-ALL-162743 + R-ALL-159751,R-BTA-2046090;R-CFA-2046090;R-DDI-2046090;R-DME-2046090;R-DRE-2046090;R-GGA-2046090;R-HSA-2046090;R-MMU-2046090;R-RNO-2046090;R-SSC-2046090;R-XTR-2046090
201,1 O2 [endoplasmic reticulum lumen] + 2 NADH [endoplasmic reticulum lumen] + 1 ACoA <=> 2 NAD+ [endoplasmic reticulum lumen] + 2 H2O [endoplasmic reticulum lumen] + 1 AA-CoA [endoplasmic reticulum lumen],,,R-ALL-113534 + R-ALL-194697 + R-ALL-2046045 <=> R-ALL-194653 + R-ALL-113519 + R-ALL-2046053,R-BTA-2046092;R-CEL-2046092;R-CFA-2046092;R-GGA-2046092;R-HSA-2046092;R-MMU-2046092;R-RNO-2046092;R-SSC-2046092;R-XTR-2046092
202,1 ACoA + 1 ATP [endoplasmic reticulum membrane] <=> 1 Pi [endoplasmic reticulum membrane] + 1 ACoA + 1 ADP [endoplasmic reticulum membrane],FFA_modify,,R-ALL-2046050 + R-ALL-211579 <=> R-ALL-5228339 + R-ALL-2046055 + R-ALL-211606,R-BTA-2046093;R-CEL-2046093;R-CFA-2046093;R-DME-2046093;R-DRE-2046093;R-HSA-2046093;R-MMU-2046093;R-RNO-2046093;R-SCE-2046093;R-SSC-2046093;R-XTR-2046093
203,1 ACoA + 1 ACoA + 2 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 2 NADP+ [endoplasmic reticulum lumen] + 1 CoA-SH [endoplasmic reticulum lumen] + 1 CO2 [endoplasmic reticulum lumen] + 1 ACoA,FFA_modify,,R-ALL-2046066 + R-ALL-2046042 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-113564 + R-ALL-162743 + R-ALL-159751 + R-ALL-2046045,R-BTA-2046094;R-CEL-2046094;R-CFA-2046094;R-DDI-2046094;R-DME-2046094;R-DRE-2046094;R-GGA-2046094;R-HSA-2046094;R-MMU-2046094;R-PFA-2046094;R-RNO-2046094;R-SSC-2046094;R-XTR-2046094
204,1 ACoA + 1 ACoA + 2 NADPH [endoplasmic reticulum lumen] <=> 1 ACoA + 1 H2O [endoplasmic reticulum lumen] + 1 CoA-SH [endoplasmic reticulum lumen] + 1 CO2 [endoplasmic reticulum lumen],FFA_modify,,R-ALL-2046066 + R-ALL-2046060 + R-ALL-113601 <=> R-ALL-2046048 + R-ALL-113519 + R-ALL-162743 + R-ALL-159751,R-BTA-2046095;R-CFA-2046095;R-DDI-2046095;R-DME-2046095;R-DRE-2046095;R-GGA-2046095;R-HSA-2046095;R-MMU-2046095;R-RNO-2046095;R-SSC-2046095;R-XTR-2046095
205,1 O2 [endoplasmic reticulum lumen] + 2 NADH [endoplasmic reticulum lumen] + 1 ACoA <=> 2 NAD+ [endoplasmic reticulum lumen] + 2 H2O [endoplasmic reticulum lumen] + 1 ACoA,FFA_modify,,R-ALL-113534 + R-ALL-194697 + R-ALL-2046063 <=> R-ALL-194653 + R-ALL-113519 + R-ALL-2046042,R-BTA-2046096;R-CEL-2046096;R-CFA-2046096;R-DRE-2046096;R-GGA-2046096;R-HSA-2046096;R-MMU-2046096;R-RNO-2046096;R-SSC-2046096;R-XTR-2046096
206,1 O2 [endoplasmic reticulum lumen] + 1 ACoA + 2 NADH [endoplasmic reticulum lumen] <=> 2 NAD+ [endoplasmic reticulum lumen] + 2 H2O [endoplasmic reticulum lumen] + 1 ACoA,FFA_modify,,R-ALL-113534 + R-ALL-2046048 + R-ALL-194697 <=> R-ALL-194653 + R-ALL-113519 + R-ALL-2046050,R-BTA-2046097;R-CEL-2046097;R-CFA-2046097;R-DRE-2046097;R-GGA-2046097;R-HSA-2046097;R-MMU-2046097;R-RNO-2046097;R-SSC-2046097;R-XTR-2046097
207,1 ATP [endoplasmic reticulum membrane] + 1 CoA-SH [endoplasmic reticulum lumen] + 1 NEFA <=> 1 adenosine 5'-monophosphate [endoplasmic reticulum membrane] + 1 PPi [endoplasmic reticulum membrane] + 1 ACoA,FFA_modify,,R-ALL-211579 + R-ALL-162743 + R-ALL-2046044 <=> R-ALL-2046064 + R-ALL-2046049 + R-ALL-2046063,R-BTA-2046098;R-CEL-2046098;R-CFA-2046098;R-DDI-2046098;R-DRE-2046098;R-GGA-2046098;R-HSA-2046098;R-MMU-2046098;R-PFA-2046098;R-RNO-2046098;R-SSC-2046098;R-XTR-2046098
208,1 ACoA + 1 ACoA + 2 NADPH [endoplasmic reticulum lumen] <=> 1 H2O [endoplasmic reticulum lumen] + 2 NADP+ [endoplasmic reticulum lumen] + 1 ACoA + 1 CoA-SH [endoplasmic reticulum lumen] + 1 CO2 [endoplasmic reticulum lumen],FFA_modify,,R-ALL-2046066 + R-ALL-2046059 + R-ALL-113601 <=> R-ALL-113519 + R-ALL-113564 + R-ALL-2046057 + R-ALL-162743 + R-ALL-159751,R-BTA-2046100;R-CFA-2046100;R-DDI-2046100;R-DME-2046100;R-DRE-2046100;R-GGA-2046100;R-HSA-2046100;R-MMU-2046100;R-RNO-2046100;R-SSC-2046100;R-XTR-2046100
209,NA + NA <=> NA + NA,,,R-BTA-180738 + R-BTA-2065543 <=> R-BTA-1655744 + R-BTA-180719,R-BTA-2065539
210,NA <=> NA,,,R-BTA-1655732 <=> R-BTA-2065548,R-BTA-2065549
211,NA + 1 KPNB1 <=> NA,,,R-BTA-2065548 + R-BTA-180733 <=> R-BTA-2065556,R-BTA-2065550
212,1 H2O [peroxisomal matrix] + 1 ACoA <=> 1 CoA-SH [peroxisomal matrix] + 1 NEFA,FFA_modify,,R-ALL-141343 + R-ALL-2066765 <=> R-ALL-193514 + R-ALL-2066763,R-BTA-2066779;R-CEL-2066779;R-CFA-2066779;R-DRE-2066779;R-GGA-2066779;R-HSA-2066779;R-MMU-2066779;R-RNO-2066779;R-SCE-2066779;R-SSC-2066779;R-XTR-2066779
213,1 CoA-SH [peroxisomal matrix] + 1 ACoA <=> 1 Ac-CoA [peroxisomal matrix] + 1 ACoA,FFA_modify,,R-ALL-193514 + R-ALL-2066762 <=> R-ALL-353123 + R-ALL-2066765,R-BTA-2066788;R-CFA-2066788;R-DDI-2066788;R-DRE-2066788;R-GGA-2066788;R-HSA-2066788;R-MMU-2066788;R-SCE-2066788;R-SSC-2066788;R-XTR-2066788
214,1 VD3 [extracellular region] + 1 - <=> NA,,,R-ALL-209767 + R-BTA-209886 <=> R-BTA-352339,R-BTA-209738
215,NA <=> NA,,,R-BTA-350092 <=> R-BTA-350085,R-BTA-209760
216,"1 H+ [cytosol] + 1 1,25(OH)2D [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 CTA [cytosol] + 1 NADP+ [cytosol]",,,R-ALL-70106 + R-ALL-209800 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-350159 + R-ALL-29366,R-BTA-209765;R-CEL-209765;R-CFA-209765;R-DME-209765;R-DRE-209765;R-HSA-209765;R-MMU-209765;R-RNO-209765;R-SSC-209765;R-XTR-209765
217,1 H+ [cytosol] + 1 O2 [cytosol] + 1 VD3 [endoplasmic reticulum membrane] + 1 NADPH [cytosol] <=> 1 25(OH)D [endoplasmic reticulum membrane] + 1 H2O [cytosol] + 1 NADP+ [cytosol],,,R-ALL-70106 + R-ALL-29368 + R-ALL-8963870 + R-ALL-29364 <=> R-ALL-8963879 + R-ALL-29356 + R-ALL-29366,R-BTA-209845;R-CEL-209845;R-CFA-209845;R-DDI-209845;R-DME-209845;R-DRE-209845;R-GGA-209845;R-HSA-209845;R-MMU-209845;R-RNO-209845;R-SSC-209845;R-XTR-209845
218,"1 25(OH)D [cytosol] + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 1,25(OH)2D [cytosol] + 1 NADP+ [cytosol]",,,R-ALL-209804 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-209800 + R-ALL-29366,R-BTA-209868;R-CFA-209868;R-DRE-209868;R-HSA-209868;R-MMU-209868;R-RNO-209868;R-SSC-209868;R-XTR-209868
