,ID,name1,ChEBI,shortname,isLipid,Abbreviation,FixedChain
601,R-ALL-6814794,phosphocholine,18132,ChoP [extracellular region],,,
602,R-ALL-6814795,monoacylglycerol,17408,MAG [extracellular region],,MAG,
603,R-ALL-71009,(R)-methylmalonyl-CoA,15465,L-MM-CoA [mitochondrial matrix],,,
604,R-ALL-70958,succinyl-CoA(5-),57292,SUCC-CoA [mitochondrial matrix],,,
605,R-ALL-71019,(S)-methylmalonyl-CoA,15466,MEMA-CoA [mitochondrial matrix],,,
606,R-ALL-70843,propionyl-CoA,15539,PROP-CoA [mitochondrial matrix],,,
607,R-ALL-113593,ATP(4-),30616,ATP [mitochondrial matrix],,,
608,R-ALL-29376,carbon dioxide,16526,CO2 [mitochondrial matrix],,,
609,R-ALL-113581,ADP(3-),456216,ADP [mitochondrial matrix],,,
610,R-ALL-73909,acetoacetic acid,15344,ACA [mitochondrial matrix],,,
611,R-ALL-29362,NADH(2-),57945,NADH [mitochondrial matrix],,,
612,R-ALL-113526,NAD(1-),57540,NAD+ [mitochondrial matrix],,,
613,R-ALL-73911,(R)-3-hydroxybutyric acid,17066,bHBA [mitochondrial matrix],,,
614,R-ALL-113559,acetyl-CoA,15351,Ac-CoA [mitochondrial matrix],,,
615,R-ALL-73871,acetoacetyl-CoA,15345,ACA-CoA [mitochondrial matrix],,,
616,R-ALL-73917,(3S)-3-hydroxy-3-methylglutaryl-CoA,15467,HMG CoA [mitochondrial matrix],,,
617,R-ALL-113536,succinate(2-),30031,SUCCA [mitochondrial matrix],,,
618,R-ALL-75970,glycerone phosphate(2-),57642,DHAP [cytosol],,,
619,R-ALL-76108,"1,2-diacyl-sn-glycerol 3-phosphate",29089,"1,2-daG3P [cytosol]",,PA,
620,R-ALL-75967,fatty acyl-CoA,37554,FACoA [cytosol],,ACoA,
621,R-ALL-549167,triglyceride,17855,TAG [cytosol],,TAG,
622,R-ALL-77252,(S)-3-hydroxylauroyl-CoA,27668,(S)-3-Hydroxydodecanoyl-CoA [mitochondrial matrix],,ACoA,
623,R-ALL-77253,3-oxolauroyl-CoA,27868,3-Oxododecanoyl-CoA [mitochondrial matrix],,ACoA,
624,R-ALL-77261,lauroyl-CoA,15521,LAU-CoA [mitochondrial matrix],,ACoA,
625,R-ALL-77255,trans-dodec-2-enoyl-CoA,15471,2-trans-Dodecenoyl-CoA [mitochondrial matrix],,ACoA,
626,R-ALL-77272,myristoyl-CoA,15532,MYS-CoA [mitochondrial matrix],,ACoA,
627,R-ALL-77273,trans-tetradec-2-enoyl-CoA,27721,trans-Tetradec-2-enoyl-CoA [mitochondrial matrix],,ACoA,
628,R-ALL-77251,(S)-3-hydroxybutanoyl-CoA,15453,3HB-CoA [mitochondrial matrix],,ACoA,
629,R-ALL-77322,(S)-3-hydroxyhexanoyl-CoA,28276,(S)-Hydroxyhexanoyl-CoA [mitochondrial matrix],,ACoA,
630,R-ALL-77320,3-oxohexanoyl-CoA,27648,3-Oxohexanoyl-CoA [mitochondrial matrix],,ACoA,
631,R-ALL-77330,(S)-3-hydroxyoctanoyl-CoA,28632,(S)-Hydroxyoctanoyl-CoA [mitochondrial matrix],,ACoA,
632,R-ALL-77328,3-oxooctanoyl-CoA,28264,3-Oxooctanoyl-CoA [mitochondrial matrix],,ACoA,
633,R-ALL-77337,octanoyl-CoA,15533,Octanoyl-CoA [mitochondrial matrix],,ACoA,
634,R-ALL-77332,trans-oct-2-enoyl-CoA,27537,trans-Oct-2-enoyl-CoA [mitochondrial matrix],,ACoA,
635,R-ALL-77341,(S)-3-hydroxydecanoyl-CoA,28325,(S)-Hydroxydecanoyl-CoA [mitochondrial matrix],,ACoA,
636,R-ALL-77339,3-oxodecanoyl-CoA,28528,3-Oxodecanoyl-CoA [mitochondrial matrix],,ACoA,
637,R-ALL-77308,decanoyl-CoA,28493,DEC-CoA [mitochondrial matrix],,ACoA,
638,R-ALL-4085415,ferrocytochrome b5,16518,Fe(2+)Cb5 [cytosol],,,
639,R-ALL-4085425,ferricytochrome b5,18097,Fe(3+)Cb5 [cytosol],,,
640,R-ALL-5690558,oleoyl-CoA,15534,OLE-CoA [cytosol],,,
641,R-ALL-191293,acetoacetyl-CoA,15345,ACA-CoA [cytosol],,ACoA,
642,R-ALL-2534407,all-trans-retinyl palmitate,17616,atR-PALM [cytosol],,,
643,R-ALL-8848337,hexadecanoate,7896,PALM(-) [cytosol],,NEFA,
644,R-ALL-30209,all-trans-retinol,17336,atROL [cytosol],,,
645,R-ALL-8848499,palmityl palmitate,75584,PALM-PALM [cytosol],,,
646,R-ALL-8849966,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",18348,"PI(4,5)P2 [early endosome membrane]",,PIP2,
647,R-ALL-8849955,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate",16618,"PI(3,4,5)P3 [early endosome membrane]",,PIP3,
648,R-ALL-735700,UDP-N-acetyl-D-galactosamine,16650,UDP-GalNAc [Golgi lumen],,,
649,R-ALL-8856228,alpha-Neu5NAc-(2->8)-alpha-Neu5NAc-(2->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,28424,GD3 [Golgi lumen],,DG3,
650,R-ALL-8856230,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide,15681,GM3 [Golgi lumen],,DGM3,
651,R-ALL-8856237,beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,28648,GD2 [Golgi lumen],,GD2,
652,R-ALL-8856247,beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,51013,GM2 [Golgi lumen],,GM2,
653,R-ALL-8866774,phospholipid,16247,PL [lipid droplet],,XXX,
654,R-ALL-163579,cholesteryl ester,17002,CHEST [lipid droplet],,,
655,R-ALL-163438,triglyceride,17855,TAG [lipid droplet],,TAG,
656,R-BTA-8856626,CIDEA [cytosol],UniProtA4FUX1,CIDEA,,,
657,R-BTA-8856627,CIDEC [cytosol],UniProtA0A3Q1LUM0,-,,,
658,R-BTA-8857678,FITM2 [endoplasmic reticulum membrane],UniProtA4IFN5,FITM2,,,
659,R-BTA-8857655,FITM1 [endoplasmic reticulum membrane],UniProtA0A452DJ11,-,,,
660,R-ALL-176619,17beta-estradiol,16469,E2 [cytosol],,Cholesterol,
661,R-BTA-8862029,HSD17B13 [cytosol],UniProtQ29RS1,HSD17B13,,,
662,R-ALL-8865642,lysophosphatidylcholine 22:6,64567,LPC (22:6) [extracellular region],,LPC,22:6
663,R-ALL-8865629,lysophosphatidylcholine 22:6,64567,LPC (22:6) [cytosol],,LPC,22:6
664,R-BTA-8867326,THRSP [cytosol],UniProtA0A3S5ZPK2,THRSP,,,
665,R-BTA-8867328,MID1IP1 [cytosol],UniProtQ08E46,MID1IP1,,,
666,R-ALL-8868399,25-hydroxycholesterol,42977,25OH-CHOL [endoplasmic reticulum membrane],,Cholesterol,
667,R-ALL-8868400,25-hydroxycholesterol,42977,25OH-CHOL [plasma membrane],,Cholesterol,
668,R-ALL-8868393,25-hydroxycholesterol,42977,25OH-CHOL [Golgi membrane],,Cholesterol,
669,R-ALL-8869427,2-acyl-sn-glycero-3-phosphoserine,37646,2-acyl LPS [plasma membrane],,LPS,
670,R-BTA-8870491,PLEKHA6 [plasma membrane],UniProtA0A3Q1M501,-,,,
671,R-BTA-8870357,PLEKHA4 [plasma membrane],UniProtE1B7V8,PLEKHA4,,,
672,R-BTA-8871352,phospho-RUFY1 [cytosol],UniProtF6R352,RUFY1,,,
673,R-BTA-5215951,phospho-RUFY1 [early endosome membrane],UniProtF6R352,RUFY1,,,
674,R-BTA-8871374,RUFY1 [cytosol],UniProtF6R352,RUFY1,,,
675,R-BTA-5215990,PCTP [cytosol],UniProtP02720,-,,,
676,R-ALL-1524163,"1,2-diacyl-sn-glycero-3-phosphocholine(1+)",16110,PC [cytosol],,PC,
677,R-BTA-1498772,LPCAT1 [endoplasmic reticulum membrane],UniProtF1MTK4,LPCAT1,,,
678,R-BTA-8873867,STARD10 [cytosol],UniProtA0A3Q1MRL1,STARD10,,,
679,R-ALL-8873832,"1,2-diacyl-sn-glycero-3-phosphocholine(1+)",16110,PC [lamellar body membrane],,PC,
680,R-BTA-196114,STARD5 [cytosol],UniProtA1A4M6,STARD5,,,
681,R-ALL-176655,lithocholic acid,16325,LCA [cytosol],,Cholesterol,
682,R-ALL-5357505,deoxycholic acid,28834,DCA [cytosol],,Cholesterol,
683,R-ALL-8874442,1-(alk-1-enyl)-2-acyl-sn-glycero-3-phosphoethanolamine,17476,PMETAM [endoplasmic reticulum membrane],,,
684,R-ALL-8874438,1-O-(alk-1-enyl)-2-O-acyl-sn-glycero-3-phosphocholine,17810,PMCHO [endoplasmic reticulum membrane],,,
685,R-ALL-8874444,glycerophosphoethanolamine,36314,GPETAM [endoplasmic reticulum membrane],,,
686,R-ALL-8874439,glycerophosphocholine,36313,GPCHO [endoplasmic reticulum membrane],,,
687,R-ALL-8874467,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",18348,"PI(4,5)P2 [cytoplasmic vesicle membrane]",,PIP2,
688,R-ALL-8874468,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate",16618,"PI(3,4,5)P3 [cytoplasmic vesicle membrane]",,PIP3,
689,R-BTA-8873841,STARD7 [mitochondrial outer membrane],UniProtA0A3Q1LZP9,STARD7,,,
690,R-ALL-8878780,phosphate monoester,7794,phosphate monoester [extracellular region],,NEFA,
691,R-ALL-8878776,alcohol,30879,Alcohol [extracellular region],,,
692,R-ALL-8932801,meadowlactone,132873,5-HETEL [extracellular region],,NEFA,
693,R-ALL-8932804,5-HETE,60943,5-HETE [extracellular region],,NEFA,
694,R-ALL-977314,malonyl-CoA,15531,Malonyl-CoA [mitochondrial matrix],,ACoA,
695,R-BTA-8933545,phospho-NDUFAB1 [mitochondrial inner membrane],UniProtG3X6L0,NDUFAB1,,,
696,R-BTA-8934586,phospho-NDUFAB1 [mitochondrial inner membrane],UniProtG3X6L0,NDUFAB1,,,
697,R-ALL-8952135,presqualene monophosphate,134117,presqualene monophosphate [cytosol],,,
698,R-ALL-2173763,lysophosphatidylcholine,60479,lysoPC [extracellular region],,LPC,
699,R-ALL-8954142,long-chain fatty acid anion,57560,LCFA(-) [extracellular region],,NEFA,
700,R-ALL-8952253,choline alfoscerate,16870,GPCho [extracellular region],0.0,,
701,R-ALL-189422,water,15377,H2O [mitochondrial intermembrane space],0.0,,
702,R-ALL-8954419,cardiolipin,28494,cardiolipin [mitochondrial outer membrane],,CL,
703,R-ALL-8954401,phosphatidylglycerol,17517,PG [mitochondrial outer membrane],,PG,
704,R-ALL-2026977,"all-cis-5,8,11,14,17-icosapentaenoic acid",28364,EPA [cytosol],,NEFA,
705,R-ALL-9020583,(18S)-hydroperoxyicosapentaenoic acid,138387,18(S)-HpEPE [cytosol],,NEFA,
706,R-ALL-9023653,"(5Z,8Z,11Z,14Z,16E,18R)-18-hydroperoxyicosapentaenoic acid",138565,18(R)-HpEPE [cytosol],,NEFA,
707,R-ALL-9023651,18(R)-HEPE,81563,18(R)-HEPE [cytosol],,NEFA,
708,R-ALL-9023644,(18R)-resolvin E3,138542,(18R)-resolvin E3 [cytosol],,NEFA,
709,R-ALL-9024011,"all-cis-docosa-4,7,10,13,16,19-hexaenoic acid",28125,DHA [cytosol],,NEFA,
710,R-ALL-9024522,"(4Z,7Z,10Z,13Z,15E,17R,19Z)-17-hydroperoxydocosahexaenoic acid",138590,17(R)-Hp-DHA [cytosol],,NEFA,
711,R-ALL-9024893,"17R,(16)-epoxy-(4Z,7Z,10Z,13Z,19Z)-docosahexa-4,7,10,13,15,19-enoic acid",140192,17R(16)-epoxy-DHA [cytosol],,NEFA,
712,R-ALL-9025012,"(4Z,8E,10Z,12E,14S,16Z,19Z)-14-hydroperoxydocosahexaenoic acid",140220,14(S)-Hp-DHA [cytosol],,NEFA,
713,R-ALL-9024012,"(4Z,7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosahexaenoic acid",136113,17(S)-Hp-DHA [cytosol],,NEFA,
714,R-ALL-9020474,18(S)-HEPE,132801,18(S)-HEPE [cytosol],,NEFA,
715,R-ALL-9022679,resolvin E3,138477,18(S)-RvE3 [cytosol],,NEFA,
716,R-ALL-9022660,(18S)-resolvin E1,137038,18(S)-RvE1 [cytosol],,NEFA,
717,R-ALL-9023963,18-oxoresolvin E1,131617,18-oxo-RvE1 [cytosol],,NEFA,
718,R-ALL-9024764,resolvin D1,81564,RvD1 [cytosol],,NEFA,
719,R-ALL-9024758,17-oxoresolvin D1,132800,17(S)-oxo-RvD1 [cytosol],,NEFA,
720,R-ALL-9024804,8-oxoresolvin D1,132797,8-oxo-17(S)-RvD1 [cytosol],,NEFA,
721,R-ALL-9024883,"(4Z,7Z,10S,11E,13Z,15E,17S,19Z)-10,17-dihydroxydocosahexaenoic acid",138653,PDX [cytosol],,NEFA,
722,R-ALL-9024873,"(16S,17S)-epoxy-(4Z,7Z,10Z,12E,14E,19Z)-docosahexaenoic acid",140225,"16S,17S-epoxy-DHA [cytosol]",,NEFA,
723,R-ALL-9025001,"(13S,14S)-epoxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid",132228,"13(S),14(S)-epoxy-DHA [cytosol]",,NEFA,
724,R-ALL-9025155,"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoic acid",65136,DPAn-6 [cytosol],,NEFA,
725,R-ALL-9025154,"(4Z,7Z,10Z,13Z,15E,17S)-17-hydroxydocosapentaenoic acid",138673,"(4Z,7Z,10Z,13Z,15E,17S)-17-hydroxydocosapentaenoic acid [cytosol]",,NEFA,
726,R-ALL-9025147,"10(S),17(S)-dihydroxy-omega 6-docosapentaenoic acid",138674,"10(S),17(S)-dihydroxy-omega 6-docosapentaenoic acid [cytosol]",,NEFA,
727,R-ALL-9025960,"(4Z,7Z,10Z,12E,14S,16Z)-14-hydroxydocosapentaenoic acid",140218,14(S)-HDPAn-6 [cytosol],,NEFA,
728,R-ALL-9608444,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoic acid",53488,DPAn-3 [cytosol],,NEFA,
729,R-ALL-9026047,"(7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosapentaenoic acid",140226,17(S)-Hp-DPAn-3 [cytosol],,NEFA,
730,R-ALL-9026293,"(7Z,10Z,12E,14S,16Z,19Z)-14-hydroperoxydocosapentaenoic acid",140222,14(S)-Hp-DPAn-3 [cytosol],,NEFA,
731,R-ALL-9026307,"(7Z,9E,11E,16Z,19Z)-13,14-epoxydocosapentaenoic acid",140200,"13,14(S)-epoxy-DPAn-3 [cytosol]",,NEFA,
732,R-ALL-9026407,"(7Z,10Z,13R,14E,16Z,19Z)-13-hydroxydocosapentaenoic acid",91274,13(R)-HDPAn-3 [cytosol],,NEFA,
733,R-ALL-29450,glutathione,16856,GSH [cytosol],0.0,,
734,R-ALL-9026761,"(13R)-S-glutathionyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid",138202,MCTR1 [cytosol],,NEFA,
735,R-ALL-9024768,7S(8)-epoxy-17(S)-hydroxydocosahexaenoic acid,138646,7S(8)-epoxy-17(S)-HDHA [cytosol],,NEFA,
736,R-ALL-9026915,"(8S)-glutathionyl-(7R,17S)-dihydroxy-(4Z,9,11,13Z,15E,19Z)-docosahexaenoic acid",140268,RCTR1 [cytosol],,NEFA,
737,R-ALL-9027049,(14R)-HDoHE,137346,14(R)-HDHA [cytosol],,NEFA,
738,R-ALL-9027547,"(4Z,7Z,10Z,14E,16Z,19Z)-13-hydroxydocosahexaenoic acid",72608,13-HDHA [cytosol],,NEFA,
739,R-ALL-9027614,"(7Z,10Z,13Z,15E,19Z)-17-hydroperoxydocosapentaenoic acid",136352,17-HDPAn-3 [cytosol],,NEFA,
740,R-ALL-9027622,"(4Z,7Z,10Z,13Z,15E,19Z)-17-hydroxydocosahexaenoic acid",72637,17-HDHA [cytosol],,NEFA,
741,R-ALL-9028280,prostaglandin H3,134407,PGH3 [cytosol],,NEFA,
742,R-ALL-9024886,protectin D1,138655,(N)PD1 [cytosol],,NEFA,
743,R-ALL-9037755,22-hydroxyprotectin D1,140243,22-OH-(N)PD1 [cytosol],,NEFA,
744,R-ALL-977323,malonyl-CoA,15531,Malonyl-CoA [peroxisomal matrix],,ACoA,
745,R-CEL-1449658-6,SERPINA6 [extracellular region],UniProtO45520,-,0.0,,
746,R-CEL-1449658-5,srp-2 [extracellular region],UniProtO17365,srp-2,0.0,,
747,R-CEL-1449658-4,srp-6 [extracellular region],UniProtG5EFH4,srp-6,0.0,,
748,R-CEL-1449658-3,srp-1 [extracellular region],UniProtG5EE40,srp-1,0.0,,
749,R-CEL-1449658-2,srp-3 [extracellular region],UniProtG5ECY2,srp-3,0.0,,
750,R-CEL-1449658-9,SERPINA6 [extracellular region],UniProtQ9XVQ1,-,0.0,,
751,R-CEL-1449658,srp-7 [extracellular region],UniProtA9Z1L1,srp-7,0.0,,
752,R-CEL-1449658-8,srp-8 [extracellular region],UniProtQ19651,srp-8,0.0,,
753,R-CEL-1449658-7,SERPINA6 [extracellular region],UniProtQ18287,-,0.0,,
754,R-ALL-1524060,CDP-choline,16436,CDP-Cho [cytosol],0.0,,
755,R-ALL-1524057,"1,2-diacyl-sn-glycerol",17815,DAG [Golgi membrane],,DAG,
756,R-ALL-75973,1-alkylglycerone 3-phosphate,17197,GO3P [cytosol],,XXX,
757,R-CEL-1524113-2,PITPNB [Golgi membrane],UniProtQ965T2,-,0.0,,
758,R-CEL-1524113,PITPNB [Golgi membrane],UniProtQ95XP0,-,0.0,,
759,R-CEL-1524106-2,PITPNB [endoplasmic reticulum membrane],UniProtQ965T2,-,0.0,,
760,R-CEL-1524106,PITPNB [endoplasmic reticulum membrane],UniProtQ95XP0,-,0.0,,
761,R-ALL-159420,taurine,15891,TAU [cytosol],0.0,,
762,R-ALL-29424,glycine zwitterion,57305,Gly [cytosol],0.0,,
763,R-ALL-1605592,D-glucosyl-N-acylsphingosine,18368,Glucosylceramide [lysosomal lumen],,HexCer,
764,R-ALL-1605745,alpha-D-glucose,17925,Glc [lysosomal lumen],0.0,,
765,R-CEL-1605614,mlt-8 [lysosomal lumen],UniProtO02106,mlt-8,0.0,,
766,R-ALL-1605677,ganglioside GM1,61048,GM1 [lysosomal membrane],,GM1,
767,R-ALL-1606283,sphingomyelin d18:1,17636,SPHM [endoplasmic reticulum membrane],,SM,18:1
768,R-ALL-1606280,phosphocholine,18132,ChoP [endoplasmic reticulum lumen],0.0,,
769,R-ALL-1606573,N-acyl-beta-D-galactosylsphingosine,18390,GalCer [lysosomal lumen],,HexCer,
770,R-ALL-1861779,carboxylic acid,33575,RCOOH [lysosomal lumen],,NEFA,
771,R-ALL-1606588,sphingosine,16393,SPG [lysosomal lumen],,LCB,
772,R-CEL-54659,phospho-fasn-1 [cytosol],UniProtP91871,fasn-1,0.0,,
773,R-ALL-164988,carnitine,17126,CAR [extracellular region],0.0,,
774,R-ALL-30235,carnitine,17126,CAR [cytosol],0.0,,
775,R-CEL-1655764,sbp-1 [cytosol],UniProtQ9XX00,sbp-1,0.0,,
776,R-CEL-180733,imb-1 [cytosol],UniProtQ9BIB8,imb-1,0.0,,
777,R-CEL-180714,imb-1 [nucleoplasm],UniProtQ9BIB8,imb-1,0.0,,
778,R-CEL-1655755,sbp-1 [nucleoplasm],UniProtQ9XX00,sbp-1,0.0,,
779,R-CEL-1655718,sbp-1 [Golgi membrane],UniProtQ9XX00,sbp-1,0.0,,
780,R-ALL-1806221,GTP,15996,GTP [Golgi membrane],0.0,,
781,R-CEL-199971,arf-1.2 [Golgi membrane],UniProtQ10943,arf-1.2,0.0,,
782,R-CEL-1604615,pifk-1 [cytosol],UniProtQ20077,pifk-1,0.0,,
783,R-CEL-1806202,pifk-1 [Golgi membrane],UniProtQ20077,pifk-1,0.0,,
784,R-ALL-1861782,D-glucosyl-N-acylsphingosine,18368,Glucosylceramide [plasma membrane],,HexCer,
785,R-ALL-70113,alpha-D-glucose,17925,Glc [cytosol],0.0,,
786,R-ALL-1861764,D-glucosyl-N-acylsphingosine,18368,Glucosylceramide [cytosol],,HexCer,
787,R-ALL-194377,N-acylsphingosine,52639,N-acylsphingosine [cytosol],,Cer,
788,R-ALL-188458,sn-glycerol 3-phosphate,15978,G3P [mitochondrial matrix],0.0,,
789,R-ALL-188451,glycerone phosphate(2-),57642,DHAP [mitochondrial matrix],0.0,,
790,R-ALL-191296,(R)-5-phosphomevalonic acid,17436,MVA5P [cytosol],,NEFA,
791,R-ALL-193513,taurine,15891,TAU [peroxisomal matrix],0.0,,
792,R-ALL-193446,glycine zwitterion,57305,Gly [peroxisomal matrix],0.0,,
793,R-ALL-193512,taurocholic acid,28865,taurocholate [peroxisomal matrix],,ST,
794,R-ALL-193483,glycocholic acid,17687,glycocholate [peroxisomal matrix],,ST,
795,R-ALL-192339,"3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA",27379,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-one-CoA [peroxisomal matrix]",,ST,
796,R-ALL-193472,chenodeoxycholoyl-CoA,28701,chenodeoxycholoyl-CoA [peroxisomal matrix],,ST,
797,R-ALL-193484,taurochenodeoxycholic acid,16525,taurochenodeoxycholate [peroxisomal matrix],,ST,
798,R-ALL-193530,glycochenodeoxycholic acid,36274,glycochenodeoxycholate [peroxisomal matrix],,ST,
799,R-ALL-193403,"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA",28533,"3alpha,7alpha-dihydroxy-5beta-cholest-24-one-CoA [peroxisomal matrix]",,ST,
800,R-CEL-194158-2,lbp-5 [cytosol],UniProtO01814,lbp-5,,,
801,R-CEL-194158,lbp-6 [cytosol],UniProtO01812,lbp-6,,,
802,R-CEL-194158-5,lbp-9 [cytosol],UniProtQ965W1,lbp-9,,,
803,R-CEL-194158-4,lbp-8 [cytosol],UniProtO02324,lbp-8,,,
804,R-CEL-194158-3,lbp-7 [cytosol],UniProtO02323,lbp-7,,,
805,R-ALL-77281,palmitoyl-CoA,15525,PalmCoA [mitochondrial matrix],,ACoA,
806,R-ALL-29418,manganese(2+),29035,Mn2+ [cytosol],,,
807,R-CEL-2993858-2,Btn-ACACB [mitochondrial outer membrane],UniProtQ9XUC3,-,,,
808,R-CEL-2993858,pod-2 [mitochondrial outer membrane],UniProtH2L0M0,pod-2,,,
809,R-CEL-8876892-2,phospho-Btn-p-S79-ACACB [mitochondrial outer membrane],UniProtQ9XUC3,-,,,
810,R-CEL-8876892,phospho-pod-2 [mitochondrial outer membrane],UniProtH2L0M0,pod-2,,,
811,R-ALL-111627,hydrogencarbonate,17544,HCO3- [cytosol],,,
812,R-CEL-165528,ran-1 [nucleoplasm],UniProtO17915,ran-1,,,
813,R-ALL-2066767,"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoyl-CoA",65139,delta2-THA-CoA [peroxisomal matrix],,ACoA,
814,R-ALL-2066766,"(6Z,9Z,12Z,15Z,18Z,21Z)-3-hydroxytetracosahexaenoyl-CoA",65130,1-3-hydroxy-THA-CoA [peroxisomal matrix],,ACoA,
815,R-ALL-2142707,15(S)-HETE,15558,15S-HETE [cytosol],,NEFA,
816,R-ALL-111745,glutathione disulfide,17858,GSSG [cytosol],,,
817,R-ALL-2142790,12(R)-HPETE,34145,12R-HpETE [cytosol],,NEFA,
818,R-ALL-2142716,12(R)-HETE,34144,12R-HETE [cytosol],,NEFA,
819,R-ALL-2142678,12(S)-HETE,34146,12S-HETE [cytosol],,NEFA,
820,R-ALL-266066,leukotriene C4,16978,LTC4 [cytosol],,NEFA,
821,R-ALL-372533,acetylcholine,15355,AcCho [extracellular region],,,
822,R-ALL-1524044,acetate,30089,acetate [extracellular region],,,
823,R-ALL-264638,choline,15354,Cho [extracellular region],,,
824,R-ALL-389578,formyl-CoA,15522,FOR-CoA [peroxisomal matrix],,,
825,R-ALL-389982,3-hydroxypristanoyl-CoA,63914,3-hydroxypristanoyl-CoA [peroxisomal matrix],,ACoA,
826,R-ALL-389996,3-oxopristanoyl-CoA,15371,3-ketopristanoyl-CoA [peroxisomal matrix],,ACoA,
827,R-ALL-390248,3-hydroxyhexacosanoyl-CoA,64972,3-hydroxyhexacosanoyl-CoA [peroxisomal matrix],,ACoA,
828,R-ALL-390249,trans-2-hexacosenoyl-CoA,52975,"trans-2,3-dehydrohexacosanoyl-CoA [peroxisomal matrix]",,ACoA,
829,R-ALL-390271,"4,8-dimethylnonanoyl-CoA",63856,"4,8-dimethylnonanoyl-CoA [peroxisomal matrix]",,,
830,R-ALL-390294,carnitine,17126,CAR [peroxisomal matrix],,,
831,R-ALL-390290,"O-(4,8-dimethylnonanoyl)carnitine",63874,"4,8-dimethylnonanoylcarnitine [peroxisomal matrix]",,,
832,R-ALL-192314,propionyl-CoA,15539,propionyl CoA [peroxisomal matrix],,ACoA,
833,R-ALL-390274,O-propanoylcarnitine,28867,Propionylcarnitine [peroxisomal matrix],,,
834,R-ALL-390287,O-acetylcarnitinium,15960,ACAR [peroxisomal matrix],,,
835,R-ALL-390440,hexadecan-1-ol,16125,HXOL [peroxisomal matrix],,,
836,R-ALL-390419,1-palmitoylglycerone 3-phosphate,17868,1-Palmitoyl dihydroxyacetone phosphate [peroxisomal matrix],,,
837,R-ALL-390409,1-alkylglycerone 3-phosphate,17197,GO3P [peroxisomal matrix],,XXX,
838,R-ALL-390435,hexadecanoic acid,15756,PALM [peroxisomal matrix],,,
839,R-CEL-429712,COL4A3BP-2 [cytosol],UniProtQ93569,-,,,
840,R-CEL-429704,phospho-p-S132-COL4A3BP-2 [cytosol],UniProtQ93569,-,,,
841,R-CEL-429695,"phospho-p-S,S132,T-COL4A3BP-2 [cytosol]",UniProtQ93569,-,,,
842,R-ALL-171095,cholesterol,16113,CHOL [plasma membrane],,Colesterol,
843,R-CEL-5215998,cpna-4 [plasma membrane],UniProtQ9NA53,cpna-4,,,
844,R-CEL-5216066,lbp-9 [cytosol],UniProtQ965W1,lbp-9,,,
845,R-CEL-74841-5,lbp-9 [cytosol],UniProtQ965W1,lbp-9,,,
846,R-CEL-74841-2,lbp-5 [cytosol],UniProtO01814,lbp-5,,,
847,R-CEL-74841,lbp-6 [cytosol],UniProtO01812,lbp-6,,,
848,R-CEL-74841-4,lbp-8 [cytosol],UniProtO02324,lbp-8,,,
849,R-CEL-74841-3,lbp-7 [cytosol],UniProtO02323,lbp-7,,,
850,R-CEL-2026074-5,lbp-9 [cytosol],UniProtQ965W1,lbp-9,,,
851,R-CEL-2026074-4,lbp-8 [cytosol],UniProtO02324,lbp-8,,,
852,R-CEL-2026074-3,lbp-7 [cytosol],UniProtO02323,lbp-7,,,
853,R-CEL-2026074-2,lbp-5 [cytosol],UniProtO01814,lbp-5,,,
854,R-CEL-2026074,lbp-6 [cytosol],UniProtO01812,lbp-6,,,
855,R-CEL-5215983-5,lbp-9 [cytosol],UniProtQ965W1,lbp-9,,,
856,R-CEL-5215983-4,lbp-8 [cytosol],UniProtO02324,lbp-8,,,
857,R-CEL-5215983-3,lbp-7 [cytosol],UniProtO02323,lbp-7,,,
858,R-CEL-5215983-2,lbp-5 [cytosol],UniProtO01814,lbp-5,,,
859,R-CEL-5215983,lbp-6 [cytosol],UniProtO01812,lbp-6,,,
